epoch,lr-Adam,step,train/n_events,train/nll,val/n_events,val/nll
66,,468,275.67999267578125,15.609111785888672,,
,0.001,469,,,,
67,,475,,,260.7200012207031,14.95113754272461
67,,475,275.9200134277344,15.534897804260254,,
,0.001,476,,,,
68,,482,,,260.7200012207031,14.87698745727539
68,,482,275.55999755859375,15.486672401428223,,
,0.001,483,,,,
69,,489,,,260.7200012207031,14.803211212158203
69,,489,278.0799865722656,15.441784858703613,,
,0.001,490,,,,
70,,496,,,260.7200012207031,14.7298002243042
70,,496,277.1199951171875,15.310280799865723,,
,0.001,497,,,,
71,,503,,,260.7200012207031,14.656760215759277
71,,503,277.1199951171875,15.236222267150879,,
,0.001,504,,,,
72,,510,,,260.7200012207031,14.584089279174805
72,,510,277.3599853515625,15.145987510681152,,
,0.001,511,,,,
73,,517,,,260.7200012207031,14.511787414550781
73,,517,275.9200134277344,15.080018043518066,,
,0.001,518,,,,
74,,524,,,260.7200012207031,14.43984603881836
74,,524,277.4800109863281,15.06977653503418,,
,0.001,525,,,,
75,,531,,,260.7200012207031,14.368273735046387
75,,531,276.6400146484375,14.950782775878906,,
,0.001,532,,,,
76,,538,,,260.7200012207031,14.297061920166016
76,,538,278.67999267578125,14.872920989990234,,
,0.001,539,,,,
77,,545,,,260.7200012207031,14.226212501525879
77,,545,278.0799865722656,14.802342414855957,,
,0.001,546,,,,
78,,552,,,260.7200012207031,14.155725479125977
78,,552,277.6000061035156,14.712886810302734,,
,0.001,553,,,,
79,,559,,,260.7200012207031,14.085593223571777
79,,559,277.0,14.636585235595703,,
,0.001,560,,,,
80,,566,,,260.7200012207031,14.015822410583496
80,,566,278.20001220703125,14.585382461547852,,
,0.001,567,,,,
81,,573,,,260.7200012207031,13.94640827178955
81,,573,276.6400146484375,14.484122276306152,,
,0.001,574,,,,
82,,580,,,260.7200012207031,13.87735366821289
82,,580,276.760009765625,14.418956756591797,,
,0.001,581,,,,
83,,587,,,260.7200012207031,13.8086519241333
83,,587,276.3999938964844,14.356949806213379,,
,0.001,588,,,,
84,,594,,,260.7200012207031,13.740304946899414
84,,594,278.79998779296875,14.320173263549805,,
,0.001,595,,,,
85,,601,,,260.7200012207031,13.672313690185547
85,,601,277.4800109863281,14.232746124267578,,
,0.001,602,,,,
86,,608,,,260.7200012207031,13.604670524597168
86,,608,275.67999267578125,14.12664794921875,,
,0.001,609,,,,
87,,615,,,260.7200012207031,13.537383079528809
87,,615,277.3599853515625,14.088373184204102,,
,0.001,616,,,,
88,,622,,,260.7200012207031,13.470440864562988
88,,622,277.3599853515625,13.999985694885254,,
,0.001,623,,,,
89,,629,,,260.7200012207031,13.403851509094238
89,,629,275.44000244140625,13.994292259216309,,
,0.001,630,,,,
90,,636,,,260.7200012207031,13.337607383728027
90,,636,276.760009765625,13.851537704467773,,
,0.001,637,,,,
91,,643,,,260.7200012207031,13.271712303161621
91,,643,277.1199951171875,13.860958099365234,,
,0.001,644,,,,
92,,650,,,260.7200012207031,13.206162452697754
92,,650,276.760009765625,13.718889236450195,,
,0.001,651,,,,
93,,657,,,260.7200012207031,13.140955924987793
93,,657,278.67999267578125,13.666762351989746,,
,0.001,658,,,,
94,,664,,,260.7200012207031,13.076096534729004
94,,664,276.2799987792969,13.591910362243652,,
,0.001,665,,,,
95,,671,,,260.7200012207031,13.011578559875488
95,,671,277.7200012207031,13.545514106750488,,
,0.001,672,,,,
96,,678,,,260.7200012207031,12.947402000427246
96,,678,275.44000244140625,13.454704284667969,,
,0.001,679,,,,
97,,685,,,260.7200012207031,12.883569717407227
97,,685,276.6400146484375,13.379572868347168,,
,0.001,686,,,,
98,,692,,,260.7200012207031,12.82007122039795
98,,692,275.67999267578125,13.362295150756836,,
,0.001,693,,,,
99,,699,,,260.7200012207031,12.756914138793945
99,,699,276.0400085449219,13.259493827819824,,
