epoch,lr-AdamW,step,train/n_events,train/nll,val/n_events,val/nll
,0.0003,0,,,,
0,,1,,,208.0,8.582515716552734
0,,1,505.0843505859375,8.793633460998535,,
,0.0003,2,,,,
1,,3,,,208.0,8.13482666015625
1,,3,498.0361328125,8.279048919677734,,
