epoch,lr-Adam,step,train/n_events,train/nll,val/n_events,val/nll
,0.001,0,,,,
0,,6,,,260.7200012207031,57.553192138671875
0,,6,275.20001220703125,122.69343566894531,,
,0.001,7,,,,
1,,13,,,260.7200012207031,25.155214309692383
1,,13,277.1199951171875,42.639766693115234,,
,0.001,14,,,,
2,,20,,,260.7200012207031,21.062227249145508
2,,20,276.5199890136719,23.668560028076172,,
,0.001,21,,,,
3,,27,,,260.7200012207031,20.681631088256836
3,,27,278.32000732421875,21.7344970703125,,
,0.001,28,,,,
4,,34,,,260.7200012207031,20.533601760864258
4,,34,277.1199951171875,21.425209045410156,,
,0.001,35,,,,
5,,41,,,260.7200012207031,20.411075592041016
5,,41,278.32000732421875,21.304964065551758,,
,0.001,42,,,,
6,,48,,,260.7200012207031,20.295312881469727
6,,48,278.20001220703125,21.12093734741211,,
,0.001,49,,,,
7,,55,,,260.7200012207031,20.18316650390625
7,,55,277.1199951171875,21.04058837890625,,
,0.001,56,,,,
8,,62,,,260.7200012207031,20.073650360107422
8,,62,277.1199951171875,20.960390090942383,,
,0.001,63,,,,
9,,69,,,260.7200012207031,19.96624755859375
9,,69,276.760009765625,20.771085739135742,,
,0.001,70,,,,
10,,76,,,260.7200012207031,19.860607147216797
10,,76,277.7200012207031,20.700359344482422,,
,0.001,77,,,,
11,,83,,,260.7200012207031,19.756479263305664
11,,83,277.1199951171875,20.547935485839844,,
,0.001,84,,,,
12,,90,,,260.7200012207031,19.65367889404297
12,,90,276.0400085449219,20.454652786254883,,
,0.001,91,,,,
13,,97,,,260.7200012207031,19.55206298828125
13,,97,275.79998779296875,20.393037796020508,,
,0.001,98,,,,
14,,104,,,260.7200012207031,19.45150375366211
14,,104,276.0400085449219,20.286075592041016,,
,0.001,105,,,,
15,,111,,,260.7200012207031,19.351911544799805
15,,111,276.6400146484375,20.188549041748047,,
,0.001,112,,,,
16,,118,,,260.7200012207031,19.253211975097656
16,,118,275.32000732421875,20.086633682250977,,
,0.001,119,,,,
17,,125,,,260.7200012207031,19.155345916748047
17,,125,276.3999938964844,19.97700309753418,,
,0.001,126,,,,
18,,132,,,260.7200012207031,19.058252334594727
18,,132,277.9599914550781,19.838266372680664,,
,0.001,133,,,,
19,,139,,,260.7200012207031,18.961891174316406
19,,139,275.55999755859375,19.77366065979004,,
,0.001,140,,,,
20,,146,,,260.7200012207031,18.86622428894043
20,,146,275.9200134277344,19.626981735229492,,
,0.001,147,,,,
21,,153,,,260.7200012207031,18.771215438842773
21,,153,275.20001220703125,19.524402618408203,,
,0.001,154,,,,
22,,160,,,260.7200012207031,18.67683982849121
22,,160,278.20001220703125,19.47015953063965,,
,0.001,161,,,,
23,,167,,,260.7200012207031,18.583070755004883
23,,167,276.2799987792969,19.349016189575195,,
,0.001,168,,,,
24,,174,,,260.7200012207031,18.489892959594727
24,,174,276.5199890136719,19.274160385131836,,
,0.001,175,,,,
25,,181,,,260.7200012207031,18.39728355407715
25,,181,275.9200134277344,19.160585403442383,,
,0.001,182,,,,
26,,188,,,260.7200012207031,18.305221557617188
26,,188,275.9200134277344,19.030624389648438,,
,0.001,189,,,,
27,,195,,,260.7200012207031,18.213703155517578
27,,195,277.0,19.040159225463867,,
,0.001,196,,,,
28,,202,,,260.7200012207031,18.122709274291992
28,,202,275.9200134277344,18.842775344848633,,
,0.001,203,,,,
29,,209,,,260.7200012207031,18.032228469848633
29,,209,275.67999267578125,18.828609466552734,,
,0.001,210,,,,
30,,216,,,260.7200012207031,17.94225311279297
30,,216,276.8800048828125,18.673675537109375,,
,0.001,217,,,,
31,,223,,,260.7200012207031,17.852771759033203
31,,223,277.4800109863281,18.589872360229492,,
,0.001,224,,,,
32,,230,,,260.7200012207031,17.763774871826172
32,,230,277.6000061035156,18.475662231445312,,
,0.001,231,,,,
33,,237,,,260.7200012207031,17.675260543823242
33,,237,276.3999938964844,18.387733459472656,,
,0.001,238,,,,
34,,244,,,260.7200012207031,17.58721351623535
34,,244,276.6400146484375,18.292150497436523,,
,0.001,245,,,,
35,,251,,,260.7200012207031,17.499635696411133
35,,251,276.8800048828125,18.20600128173828,,
,0.001,252,,,,
36,,258,,,260.7200012207031,17.412513732910156
36,,258,276.3999938964844,18.12848472595215,,
,0.001,259,,,,
37,,265,,,260.7200012207031,17.325847625732422
37,,265,274.4800109863281,18.047897338867188,,
,0.001,266,,,,
38,,272,,,260.7200012207031,17.2396297454834
38,,272,277.4800109863281,17.974529266357422,,
,0.001,273,,,,
39,,279,,,260.7200012207031,17.153854370117188
39,,279,275.79998779296875,17.830806732177734,,
,0.001,280,,,,
40,,286,,,260.7200012207031,17.068519592285156
40,,286,276.5199890136719,17.743112564086914,,
,0.001,287,,,,
41,,293,,,260.7200012207031,16.983619689941406
41,,293,279.1600036621094,17.768966674804688,,
,0.001,294,,,,
42,,300,,,260.7200012207031,16.899152755737305
42,,300,278.0799865722656,17.628808975219727,,
,0.001,301,,,,
43,,307,,,260.7200012207031,16.81511116027832
43,,307,276.5199890136719,17.513782501220703,,
,0.001,308,,,,
44,,314,,,260.7200012207031,16.731496810913086
44,,314,276.1600036621094,17.387487411499023,,
,0.001,315,,,,
45,,321,,,260.7200012207031,16.648303985595703
45,,321,277.0,17.341041564941406,,
,0.001,322,,,,
46,,328,,,260.7200012207031,16.565526962280273
46,,328,276.2799987792969,17.256118774414062,,
,0.001,329,,,,
47,,335,,,260.7200012207031,16.483165740966797
47,,335,277.0,17.17115020751953,,
,0.001,336,,,,
48,,342,,,260.7200012207031,16.40121841430664
48,,342,275.32000732421875,17.071731567382812,,
,0.001,343,,,,
49,,349,,,260.7200012207031,16.319679260253906
49,,349,276.3999938964844,16.96095848083496,,
,0.001,350,,,,
50,,356,,,260.7200012207031,16.238554000854492
50,,356,275.0799865722656,16.912216186523438,,
,0.001,357,,,,
51,,363,,,260.7200012207031,16.157827377319336
51,,363,274.6000061035156,16.928585052490234,,
,0.001,364,,,,
52,,370,,,260.7200012207031,16.0775089263916
52,,370,276.1600036621094,16.75670623779297,,
,0.001,371,,,,
53,,377,,,260.7200012207031,15.997588157653809
53,,377,275.67999267578125,16.642759323120117,,
,0.001,378,,,,
54,,384,,,260.7200012207031,15.918068885803223
54,,384,275.20001220703125,16.584314346313477,,
,0.001,385,,,,
55,,391,,,260.7200012207031,15.838945388793945
55,,391,275.9200134277344,16.48361587524414,,
,0.001,392,,,,
56,,398,,,260.7200012207031,15.760215759277344
56,,398,277.239990234375,16.430835723876953,,
,0.001,399,,,,
57,,405,,,260.7200012207031,15.68188190460205
57,,405,276.6400146484375,16.360244750976562,,
,0.001,406,,,,
58,,412,,,260.7200012207031,15.6039400100708
58,,412,277.0,16.253541946411133,,
,0.001,413,,,,
59,,419,,,260.7200012207031,15.526384353637695
59,,419,277.0,16.157081604003906,,
,0.001,420,,,,
60,,426,,,260.7200012207031,15.44921588897705
60,,426,277.3599853515625,16.060775756835938,,
,0.001,427,,,,
61,,433,,,260.7200012207031,15.3724365234375
61,,433,277.7200012207031,15.983002662658691,,
,0.001,434,,,,
62,,440,,,260.7200012207031,15.296038627624512
62,,440,277.0,15.907812118530273,,
,0.001,441,,,,
63,,447,,,260.7200012207031,15.220024108886719
63,,447,278.79998779296875,15.857026100158691,,
,0.001,448,,,,
64,,454,,,260.7200012207031,15.144394874572754
64,,454,276.1600036621094,15.758749008178711,,
,0.001,455,,,,
65,,461,,,260.7200012207031,15.069143295288086
65,,461,276.8800048828125,15.679244041442871,,
,0.001,462,,,,
66,,468,,,260.7200012207031,14.994270324707031
66,,468,274.9599914550781,15.619100570678711,,
,0.001,469,,,,
67,,475,,,260.7200012207031,14.919777870178223
67,,475,276.2799987792969,15.490796089172363,,
,0.001,476,,,,
68,,482,,,260.7200012207031,14.845664024353027
68,,482,277.1199951171875,15.453103065490723,,
,0.001,483,,,,
69,,489,,,260.7200012207031,14.771919250488281
69,,489,274.4800109863281,15.422772407531738,,
,0.001,490,,,,
70,,496,,,260.7200012207031,14.69854736328125
70,,496,275.67999267578125,15.281950950622559,,
,0.001,497,,,,
71,,503,,,260.7200012207031,14.6255464553833
71,,503,275.0799865722656,15.213587760925293,,
,0.001,504,,,,
72,,510,,,260.7200012207031,14.552918434143066
72,,510,278.0799865722656,15.147439956665039,,
,0.001,511,,,,
73,,517,,,260.7200012207031,14.480660438537598
73,,517,277.239990234375,15.089247703552246,,
,0.001,518,,,,
74,,524,,,260.7200012207031,14.408769607543945
74,,524,276.1600036621094,14.956791877746582,,
,0.001,525,,,,
75,,531,,,260.7200012207031,14.33724594116211
75,,531,274.7200012207031,14.94145393371582,,
,0.001,532,,,,
76,,538,,,260.7200012207031,14.26608657836914
76,,538,277.1199951171875,14.88798713684082,,
,0.001,539,,,,
77,,545,,,260.7200012207031,14.195293426513672
77,,545,277.0,14.756169319152832,,
,0.001,546,,,,
78,,552,,,260.7200012207031,14.124859809875488
78,,552,277.3599853515625,14.665578842163086,,
,0.001,553,,,,
79,,559,,,260.7200012207031,14.054790496826172
79,,559,276.2799987792969,14.798877716064453,,
,0.001,560,,,,
80,,566,,,260.7200012207031,13.98508071899414
80,,566,276.3999938964844,14.545784950256348,,
,0.001,567,,,,
81,,573,,,260.7200012207031,13.915732383728027
81,,573,275.44000244140625,14.461762428283691,,
,0.001,574,,,,
82,,580,,,260.7200012207031,13.846745491027832
